Link,Name,Pos,Year,College,RAS,Alltime RAS
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=28252&ovl=Troy"">Link</a>",Landon Parker,WR,2025,Troy,9.97,9.97
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27089&ovl=Lions"">Link</a>",Isaac TeSlaa,WR,2025,Arkansas,9.93,9.93
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27287&ovl=Miami"">Link</a>",Sam Brown,WR,2025,Miami,9.91,9.91
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27455&ovl=Nebraska"">Link</a>",Isaiah Neyor,WR,2025,Nebraska,9.9,9.9
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27517&ovl=Raiders"">Link</a>",Dont'e Thornton,WR,2025,Tennessee,9.85,9.85
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27365&ovl=Seahawks"">Link</a>",Tory Horton,WR,2025,Colorado State,9.83,9.83
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27134&ovl=Texans"">Link</a>",Jaylin Noel,WR,2025,Iowa State,9.75,9.75
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27361&ovl=Duke"">Link</a>",Eli Pancol,WR,2025,Duke,9.73,9.73
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27608&ovl=Buccaneers"">Link</a>",Emeka Egbuka,WR,2025,Ohio State,9.72,9.72
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27110&ovl=Titans"">Link</a>",Chimere Dike,WR,2025,Florida,9.72,9.72
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27221&ovl=Titans"">Link</a>",Elic Ayomanor,WR,2025,Stanford,9.71,9.71
